patternSignature,patternReadable,currentEligible,manual31ColumnCount,manual65PatternCount,lpColumnCount,positiveLpActivity,coveredResidualOrders,coveredResidualQuantity,coverageScarcity,missingResidualWidths,wastePerCar,targetResidualWastePerCar,wasteFit,demandDualUpperBound,lpPoolDensityRank,orderCoverageFrontierRank,lpDualWeightedRank
"4340|1050x1,1080x2,1130x1","{1050=1, 1080=2, 1130=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","3","9","0.002294889","1","260","228.466257669","0.030737318","4.227012251",,"44085","309"
"4340|980x1,1100x1,1125x1,1130x1","{980=1, 1100=1, 1125=1, 1130=1} @4340mm (pw=4335, util=99.9%)","true","0","0","0","0.000000000","22","300","0.072640130","0","265","228.466257669","0.026642694","1.501151213",,"309","45509"
"4320|970x1,1050x1,1080x1,1220x1","{970=1, 1050=1, 1080=1, 1220=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","5","20","0.004485121","1","280","228.466257669","0.019035385","4.224509865",,"32006","310"
"4370|840x1,1100x1,1190x1,1240x1","{840=1, 1100=1, 1190=1, 1240=1} @4370mm (pw=4370, util=100.0%)","true","0","0","0","0.000000000","22","271","0.072612387","0","230","228.466257669","0.394673123","2.293322867",,"310","23570"
"4400|600x1,850x2,1000x1,1100x1","{600=1, 850=2, 1000=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","24","330","0.072584424","1","200","228.466257669","0.033937123","1.650323124",,"311","41987"
"4400|600x2,860x1,1015x1,1320x1","{600=2, 860=1, 1015=1, 1320=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","1","4","0.000559128","3","205","228.466257669","0.040872618","4.224264616",,"54060","311"
"4330|600x1,780x1,850x1,1000x1,1100x1","{600=1, 780=1, 850=1, 1000=1, 1100=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","24","330","0.072584424","2","270","228.466257669","0.023510746","1.898030380",,"312","35221"
"4400|1020x1,1080x2,1220x1","{1020=1, 1080=2, 1220=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","1","4","0.001305057","2","200","228.466257669","0.033937123","4.222999254",,"50135","312"
"4350|980x1,1100x1,1130x1,1140x1","{980=1, 1100=1, 1130=1, 1140=1} @4350mm (pw=4350, util=100.0%)","true","0","0","0","0.000000000","23","300","0.072559107","0","250","228.466257669","0.044377893","2.325431793",,"313","22633"
"4390|1015x2,1100x1,1260x1","{1015=2, 1100=1, 1260=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","15","228","0.060211305","1","210","228.466257669","0.051370942","4.222432028",,"1326","313"
"4380|550x1,780x1,970x1,980x1,1100x1","{550=1, 780=1, 970=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","23","314","0.072537022","1","220","228.466257669","0.105638367","2.046327334",,"314","30804"
"4390|950x1,1080x2,1280x1","{950=1, 1080=2, 1280=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","1","6","0.002202643","2","210","228.466257669","0.051370942","4.221449628",,"44806","314"
"4320|960x1,1015x1,1080x1,1260x1","{960=1, 1015=1, 1080=1, 1260=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","3","16","0.005600280","3","285","228.466257669","0.017381105","4.220489195",,"28549","315"
"4340|550x1,740x1,970x1,980x1,1100x1","{550=1, 740=1, 970=1, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","23","314","0.072537022","1","260","228.466257669","0.030737318","1.622451968",,"315","42678"
"4320|860x1,1060x1,1080x1,1320x1","{860=1, 1060=1, 1080=1, 1320=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","2","20","0.004323834","2","280","228.466257669","0.019035385","4.219681291",,"32596","316"
"4330|860x1,1100x1,1125x1,1240x1","{860=1, 1100=1, 1125=1, 1240=1} @4330mm (pw=4325, util=99.9%)","true","0","0","0","0.000000000","19","268","0.072510278","0","275","228.466257669","0.021037687","2.056038365",,"316","30514"
"4360|600x1,840x1,950x2,1015x1","{600=1, 840=1, 950=2, 1015=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","4","9","0.001187178","3","245","228.466257669","0.057032890","4.217281959",,"51505","317"
"4380|980x1,1050x1,1100x1,1250x1","{980=1, 1050=1, 1100=1, 1250=1} @4380mm (pw=4380, util=100.0%)","true","0","0","0","0.000000000","21","299","0.072499098","0","220","228.466257669","0.105638367","2.528200178",,"317","17209"
"4330|950x1,980x1,1080x1,1320x1","{950=1, 980=1, 1080=1, 1320=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","7","77","0.014896498","3","270","228.466257669","0.023510746","4.215613539",,"17071","318"
"4400|980x1,1100x1,1125x1,1190x1","{980=1, 1100=1, 1125=1, 1190=1} @4400mm (pw=4395, util=99.9%)","true","0","0","0","0.000000000","21","299","0.072496520","0","205","228.466257669","0.040872618","1.485469218",,"318","45844"
"4320|550x1,760x1,850x1,1060x1,1100x1","{550=1, 760=1, 850=1, 1060=1, 1100=1} @4320mm (pw=4320, util=100.0%)","true","0","0","0","0.000000000","20","342","0.072488399","0","280","228.466257669","0.019035385","1.811174865",,"319","37759"
"4380|780x1,860x3,1015x1","{780=1, 860=3, 1015=1} @4380mm (pw=4375, util=99.9%)","false","0","0","0","0.000000000","1","4","0.000559128","2","225","228.466257669","0.223901099","4.215247339",,"53868","319"
"4350|760x1,950x1,1320x2","{760=1, 950=1, 1320=2} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","2","12","0.001256018","2","250","228.466257669","0.044377893","4.215026388",,"50372","320"
"4320|870x1,950x1,1015x1,1480x1","{870=1, 950=1, 1015=1, 1480=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","1","1","0.000564016","3","285","228.466257669","0.017381105","4.213219581",,"53819","321"
"4400|860x1,1015x1,1260x2","{860=1, 1015=1, 1260=2} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","4","20","0.006159408","1","205","228.466257669","0.040872618","4.212098299",,"27012","322"
"4370|1080x1,1090x1,1100x2","{1080=1, 1090=1, 1100=2} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","230","228.466257669","0.394673123","2.506355737",,"323","17768"
"4390|890x1,1015x1,1220x1,1260x1","{890=1, 1015=1, 1220=1, 1260=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","4","20","0.006905337","2","215","228.466257669","0.069126378","4.212004339",,"25409","323"
"4360|1070x1,1090x1,1100x2","{1070=1, 1090=1, 1100=2} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","240","228.466257669","0.079784630","1.519132698",,"324","45099"
"4400|1050x1,1080x2,1190x1","{1050=1, 1080=2, 1190=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","2","8","0.002151279","1","200","228.466257669","0.033937123","4.211330256",,"45377","324"
"4330|790x1,840x3,1015x1","{790=1, 840=3, 1015=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","5","23","0.002786996","1","275","228.466257669","0.021037687","4.211223743",,"41310","325"
"4360|1080x1,1090x2,1100x1","{1080=1, 1090=2, 1100=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","240","228.466257669","0.079784630","2.572371719",,"325","16175"
"4350|1070x1,1090x2,1100x1","{1070=1, 1090=2, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","250","228.466257669","0.044377893","1.585148681",,"326","43597"
"4390|550x1,760x1,840x1,1015x1,1220x1","{550=1, 760=1, 840=1, 1015=1, 1220=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","8","38","0.004517439","1","215","228.466257669","0.069126378","4.210810069",,"31942","326"
"4340|550x1,870x1,890x1,1015x2","{550=1, 870=1, 890=1, 1015=2} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","3","260","228.466257669","0.030737318","4.209297369",,"52744","327"
"4350|1080x2,1090x1,1100x1","{1080=2, 1090=1, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","250","228.466257669","0.044377893","3.589693322",,"327","2061"
"4330|1070x2,1090x1,1100x1","{1070=2, 1090=1, 1100=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","270","228.466257669","0.023510746","1.615247246",,"328","42856"
"4380|600x1,1140x1,1320x2","{600=1, 1140=1, 1320=2} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","2","6","0.001676446","2","220","228.466257669","0.105638367","4.208599514",,"48151","328"
"4320|1030x1,1090x1,1100x2","{1030=1, 1090=1, 1100=2} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","280","228.466257669","0.019035385","1.677627452",,"329","41295"
"4340|840x1,1140x2,1220x1","{840=1, 1140=2, 1220=1} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","7","19","0.004168682","0","260","228.466257669","0.030737318","4.207922616",,"33287","329"
"4310|1020x1,1090x1,1100x2","{1020=1, 1090=1, 1100=2} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","290","228.466257669","0.015991367","1.226325418",,"330","50273"
"4330|980x1,1050x1,1080x1,1220x1","{980=1, 1050=1, 1080=1, 1220=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","9","85","0.017121307","1","270","228.466257669","0.023510746","4.206189278",,"13097","330"
"4310|1030x1,1090x2,1100x1","{1030=1, 1090=2, 1100=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","290","228.466257669","0.015991367","1.743643434",,"331","39611"
"4320|550x1,840x1,860x1,1015x1,1050x1","{550=1, 840=1, 860=1, 1015=1, 1050=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","7","30","0.003435243","1","285","228.466257669","0.017381105","4.205898808",,"37193","331"
"4310|1015x1,1090x1,1100x2","{1015=1, 1090=1, 1100=2} @4310mm (pw=4305, util=99.9%)","false","0","0","0","0.000000000","15","283","0.072481652","1","295","228.466257669","0.014807413","2.525454899",,"332","17289"
"4350|760x1,1050x1,1220x1,1320x1","{760=1, 1050=1, 1220=1, 1320=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","4","20","0.003480827","1","250","228.466257669","0.044377893","4.205602127",,"36918","332"
"4300|1010x1,1090x1,1100x2","{1010=1, 1090=1, 1100=2} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","300","228.466257669","0.013786687","1.290443598",,"333","49288"
"4370|780x1,840x1,860x1,870x1,1015x1","{780=1, 840=1, 860=1, 870=1, 1015=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","5","13","0.001746306","3","235","228.466257669","0.132736156","4.205211710",,"47842","333"
"4300|1020x1,1090x2,1100x1","{1020=1, 1090=2, 1100=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","1","300","228.466257669","0.013786687","1.292341401",,"334","49241"
"4350|550x1,780x1,860x1,1080x2","{550=1, 780=1, 860=1, 1080=2} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","2","17","0.001328313","2","250","228.466257669","0.044377893","4.204338428",,"49859","334"
"4340|840x1,1000x1,1015x1,1480x1","{840=1, 1000=1, 1015=1, 1480=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","13","39","0.007637129","1","265","228.466257669","0.026642694","4.203665511",,"24011","335"
"4380|870x1,1090x1,1100x1,1320x1","{870=1, 1090=1, 1100=1, 1320=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","220","228.466257669","0.105638367","2.841611356",,"335","10322"
"4350|600x1,780x2,1090x1,1100x1","{600=1, 780=2, 1090=1, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","250","228.466257669","0.044377893","1.955937550",,"336","33471"
"4370|840x1,1015x1,1030x1,1480x1","{840=1, 1015=1, 1030=1, 1480=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","5","10","0.001751194","2","235","228.466257669","0.132736156","4.202458744",,"47703","336"
"4350|600x2,960x1,1090x1,1100x1","{600=2, 960=1, 1090=1, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","250","228.466257669","0.044377893","1.679091090",,"337","41260"
"4380|600x1,780x1,970x1,1015x2","{600=1, 780=1, 970=1, 1015=2} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","3","12","0.002260313","3","220","228.466257669","0.105638367","4.202142812",,"44288","337"
"4380|960x1,1080x2,1260x1","{960=1, 1080=2, 1260=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","3","16","0.005600280","2","220","228.466257669","0.105638367","4.201390033",,"28415","338"
"4400|600x2,1010x1,1090x1,1100x1","{600=2, 1010=1, 1090=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","200","228.466257669","0.033937123","1.529360207",,"338","44882"
"4400|840x1,1015x1,1060x1,1480x1","{840=1, 1015=1, 1060=1, 1480=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","6","26","0.005515900","1","205","228.466257669","0.040872618","4.201281890",,"28757","339"
"4400|890x1,1090x1,1100x1,1320x1","{890=1, 1090=1, 1100=1, 1320=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","200","228.466257669","0.033937123","2.713374997",,"339","12955"
"4320|740x1,1015x1,1080x1,1480x1","{740=1, 1015=1, 1080=1, 1480=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","1","1","0.000564016","3","285","228.466257669","0.017381105","4.200402663",,"53818","340"
"4340|1070x1,1080x1,1090x1,1100x1","{1070=1, 1080=1, 1090=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","260","228.466257669","0.030737318","2.602470284",,"340","15443"
"4330|780x1,1015x1,1050x1,1480x1","{780=1, 1015=1, 1050=1, 1480=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","2","5","0.001483767","2","275","228.466257669","0.021037687","4.199830247",,"49313","341"
"4340|600x2,950x1,1090x1,1100x1","{600=2, 950=1, 1090=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","260","228.466257669","0.030737318","2.131901038",,"341","28368"
"4320|760x1,1080x1,1220x1,1260x1","{760=1, 1080=1, 1220=1, 1260=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","6","32","0.008161356","1","280","228.466257669","0.019035385","4.196243839",,"23153","342"
"4330|600x2,940x1,1090x1,1100x1","{600=2, 940=1, 1090=1, 1100=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","270","228.466257669","0.023510746","1.322684218",,"342","48801"
"4300|1030x1,1080x1,1090x1,1100x1","{1030=1, 1080=1, 1090=1, 1100=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","300","228.466257669","0.013786687","2.760965038",,"343","11968"
"4330|760x2,840x1,950x1,1015x1","{760=2, 840=1, 950=1, 1015=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","6","21","0.002443197","2","275","228.466257669","0.021037687","4.196148796",,"43417","343"
"4300|1015x2,1030x1,1240x1","{1015=2, 1030=1, 1240=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","5","46","0.015582656","2","300","228.466257669","0.013786687","4.195215641",,"15941","344"
"4300|600x2,910x1,1090x1,1100x1","{600=2, 910=1, 1090=1, 1100=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","2","300","228.466257669","0.013786687","1.322684218",,"344","48802"
"4380|870x1,950x1,1080x1,1480x1","{870=1, 950=1, 1080=1, 1480=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","1","1","0.000564016","3","220","228.466257669","0.105638367","4.194120419",,"53718","345"
"4400|600x1,740x1,870x1,1090x1,1100x1","{600=1, 740=1, 870=1, 1090=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","3","200","228.466257669","0.033937123","1.734375044",,"345","39853"
"4310|600x1,740x1,780x1,1090x1,1100x1","{600=1, 740=1, 780=1, 1090=1, 1100=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","15","283","0.072481652","3","290","228.466257669","0.015991367","1.532062184",,"346","44832"
"4330|1015x2,1060x1,1240x1","{1015=2, 1060=1, 1240=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","6","62","0.019347362","1","270","228.466257669","0.023510746","4.194038787",,"9364","346"
"4360|600x1,1220x2,1320x1","{600=1, 1220=2, 1320=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","1","4","0.001305057","2","240","228.466257669","0.079784630","4.193226929",,"50115","347"
"4380|970x1,1070x1,1100x1,1240x1","{970=1, 1070=1, 1100=1, 1240=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","20","270","0.072453994","1","220","228.466257669","0.105638367","2.061113052",,"347","30365"
"4390|790x1,840x3,1080x1","{790=1, 840=3, 1080=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","5","23","0.002786996","1","210","228.466257669","0.051370942","4.192124581",,"41302","348"
"4390|970x1,1080x1,1100x1,1240x1","{970=1, 1080=1, 1100=1, 1240=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","20","270","0.072453994","1","210","228.466257669","0.051370942","3.048336090",,"348","6988"
"4330|840x1,1015x1,1150x1,1320x1","{840=1, 1015=1, 1150=1, 1320=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","6","19","0.004047590","2","275","228.466257669","0.021037687","4.192077527",,"33827","349"
"4340|970x1,1030x1,1100x1,1240x1","{970=1, 1030=1, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","20","270","0.072453994","1","260","228.466257669","0.030737318","2.219607805",,"349","25686"
"4330|970x1,1020x1,1100x1,1240x1","{970=1, 1020=1, 1100=1, 1240=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","20","270","0.072453994","1","270","228.466257669","0.023510746","1.768305771",,"350","38924"
"4360|600x1,760x1,840x1,1015x1,1140x1","{600=1, 760=1, 840=1, 1015=1, 1140=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","8","27","0.004119643","2","245","228.466257669","0.057032890","4.189721923",,"33473","350"
"4330|970x1,1015x1,1100x1,1240x1","{970=1, 1015=1, 1100=1, 1240=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","20","270","0.072453994","1","275","228.466257669","0.021037687","3.067435252",,"351","6722"
"4380|550x1,840x1,860x1,1050x1,1080x1","{550=1, 840=1, 860=1, 1050=1, 1080=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","7","30","0.003435243","1","220","228.466257669","0.105638367","4.186799646",,"37190","351"
"4320|970x1,1010x1,1100x1,1240x1","{970=1, 1010=1, 1100=1, 1240=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","20","270","0.072453994","1","280","228.466257669","0.019035385","1.832423951",,"352","37134"
"4330|600x1,790x1,840x1,1015x1,1080x1","{600=1, 790=1, 840=1, 1015=1, 1080=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","5","23","0.002786996","3","275","228.466257669","0.021037687","4.186740540",,"41505","352"
"4330|840x1,1015x1,1220x1,1250x1","{840=1, 1015=1, 1220=1, 1250=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","6","19","0.004564059","1","275","228.466257669","0.021037687","4.185643607",,"31540","353"
"4340|860x1,1100x1,1140x1,1240x1","{860=1, 1100=1, 1140=1, 1240=1} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","20","268","0.072429255","0","260","228.466257669","0.030737318","2.880318945",,"353","9582"
"4330|790x1,1100x1,1200x1,1240x1","{790=1, 1100=1, 1200=1, 1240=1} @4330mm (pw=4330, util=100.0%)","true","0","0","0","0.000000000","19","274","0.072420261","0","270","228.466257669","0.023510746","1.515336644",,"354","45160"
"4370|760x1,860x2,870x1,1015x1","{760=1, 860=2, 870=1, 1015=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","3","16","0.001815146","2","235","228.466257669","0.132736156","4.185346617",,"47226","354"
